DSA,DBMS,OS,CN,Mathmetics,Aptitute,Comm,Problem Solving,Creative,Hackathons,Skill 1,Skill 2,Profile
49,76,92,45,38,31,89,4,7,3,GitHub,Javascript,Web Developer
71,87,66,66,77,58,68,5,6,1,C/C++,Linux,DATA Scientist
82,71,78,54,33,83,57,6,7,4,Angular,C/C++,DATA Scientist
78,6,39,20,15,38,61,4,7,0,HTML/CSS,HTML/CSS,Tech Support
50,36,47,38,23,21,81,4,10,3,HTML/CSS,GitHub,UI/UX
44,18,81,46,34,31,57,3,8,1,HTML/CSS,HTML/CSS,Web Developer
82,46,92,6,75,81,73,7,6,0,HTML/CSS,BASH/SHELL,Network Engineer
71,97,72,62,95,78,73,5,4,1,Linux,Python,Database Administrator
57,80,87,55,38,70,42,5,7,8,Node.js,Angular,Web Developer
17,26,76,67,68,55,75,7,5,4,C/C++,MYSQL,Database Administrator
72,89,78,77,85,91,73,7,7,10,Oracle,Linux,Database Administrator
86,83,62,52,66,75,87,5,5,4,Pytorch,Machine Learning,DATA Scientist
65,95,72,15,74,33,74,5,3,4,Python,HTML/CSS,Tech Support
41,38,60,31,22,59,60,2,7,3,HTML/CSS,Python,UI/UX
65,84,38,52,17,30,77,5,7,3,Linux,Machine Learning,Database Administrator
18,8,53,15,4,14,61,1,7,0,HTML/CSS,GitHub,UI/UX
52,6,27,39,27,15,80,5,4,0,Oracle,HTML/CSS,Tech Support
73,56,86,69,71,75,85,6,6,2,Python,Python,Network Engineer
85,79,58,60,88,91,71,4,5,3,Tensorflow,R,DATA Scientist
54,95,71,75,54,60,63,10,7,4,Linux,Angular,Database Administrator
55,89,59,37,32,14,89,3,7,3,HTML/CSS,Figma,UI/UX
51,66,70,40,49,26,74,5,8,5,HTML/CSS,HTML/CSS,Web Developer
65,10,77,33,11,32,71,6,5,1,Python,HTML/CSS,Tech Support
79,85,63,63,25,51,60,6,6,1,Pytorch,Deep Learning,DATA Scientist
21,94,78,75,39,77,80,5,4,0,Linux,Python,Database Administrator
24,67,56,38,29,75,66,2,5,4,HTML/CSS,C/C++,Tech Support
54,35,84,38,13,27,85,4,6,1,Python,Javascript,Tech Support
28,14,31,25,81,97,84,2,10,4,GitHub,C/C++,UI/UX
94,9,89,85,88,80,72,10,4,4,Oracle,Linux,Software Engineer
67,76,24,47,44,31,82,6,7,0,HTML/CSS,GitHub,UI/UX
94,25,74,97,78,89,64,9,7,1,C/C++,HTML/CSS,Software Engineer
84,41,87,32,63,23,88,6,7,2,Ansible,C/C++,Network Engineer
75,79,87,63,80,80,84,8,6,5,Angular,Node.js,Software Engineer
91,99,84,80,70,81,68,7,7,8,Linux,HTML/CSS,Software Engineer
7,18,80,92,47,58,73,5,5,3,HTML/CSS,Linux,Database Administrator
23,91,6,6,10,38,78,5,3,1,C/C++,C/C++,Tech Support
84,48,49,99,13,31,77,1,7,1,Java,Javascript,UI/UX
79,82,74,77,78,65,74,7,5,4,R,Linux,Software Engineer
33,51,70,26,70,38,71,3,5,0,Python,HTML/CSS,Tech Support
83,42,73,36,77,73,71,5,6,1,BASH/SHELL,Python,Network Engineer
62,87,80,86,40,51,89,4,4,0,C/C++,MYSQL,Database Administrator
75,74,56,74,82,75,71,7,5,3,R,Tensorflow,DATA Scientist
44,57,78,75,79,81,73,8,6,1,Linux,Linux,Network Engineer
80,51,47,99,86,22,78,4,6,1,Python,Python,Network Engineer
71,61,88,99,74,70,78,8,5,1,Python,Ansible,Network Engineer
93,89,78,76,78,81,63,8,5,5,C/C++,HTML/CSS,Software Engineer
49,83,76,6,45,32,57,5,3,3,Java,HTML/CSS,Database Administrator
34,30,42,39,4,22,77,3,2,3,HTML/CSS,Javascript,UI/UX
40,76,89,76,82,72,53,6,7,2,Wire Shark,BASH/SHELL,Network Engineer
57,74,30,52,30,30,52,3,9,3,GitHub,HTML/CSS,Web Developer
13,58,59,38,19,34,68,2,9,1,HTML/CSS,Figma,UI/UX
96,78,56,30,75,94,83,1,5,0,Python,Python,Tech Support
19,16,21,18,10,50,49,5,7,1,Python,MYSQL,Tech Support
47,30,15,35,20,26,69,2,10,5,HTML/CSS,C/C++,UI/UX
64,89,69,68,74,83,70,10,6,4,R,Deep Learning,DATA Scientist
83,85,89,88,78,96,71,10,6,5,C/C++,C/C++,Software Engineer
82,38,53,39,23,32,60,2,8,3,HTML/CSS,HTML/CSS,UI/UX
42,73,61,33,26,14,61,2,9,3,Figma,HTML/CSS,UI/UX
75,44,80,80,88,61,77,10,5,1,Python,MYSQL,Network Engineer
78,62,57,48,93,70,73,1,6,1,Deep Learning,Pytorch,DATA Scientist
82,81,80,89,78,83,73,8,6,2,Java,Python,Software Engineer
55,94,55,62,5,75,67,6,7,4,C/C++,Ansible,Database Administrator
50,75,84,43,39,70,50,4,9,10,GitHub,HTML/CSS,Web Developer
76,93,78,84,74,71,83,7,7,3,Linux,BASH/SHELL,Network Engineer
59,70,92,99,9,28,61,5,10,7,GitHub,Photoshop,UI/UX
81,57,78,99,83,77,75,5,7,0,Linux,BASH/SHELL,Network Engineer
95,86,77,89,76,87,63,7,5,4,Linux,Linux,Software Engineer
65,84,81,76,42,64,63,7,7,1,Oracle,HTML/CSS,Database Administrator
63,86,66,57,83,65,61,9,7,7,R,MYSQL,DATA Scientist
88,71,69,57,87,81,64,8,7,3,R,Machine Learning,DATA Scientist
55,78,85,39,30,39,48,4,7,8,GitHub,Javascript,Web Developer
65,85,86,40,34,31,57,3,7,9,Javascript,HTML/CSS,Web Developer
14,89,39,69,31,30,60,2,5,5,HTML/CSS,Javascript,UI/UX
7,94,80,61,70,59,64,8,5,1,Python,Java,Software Engineer
31,12,63,49,85,28,51,3,6,5,C/C++,HTML/CSS,UI/UX
81,80,77,89,82,82,78,7,5,5,HTML/CSS,Java,Software Engineer
56,86,80,45,41,56,89,4,5,7,Javascript,Javascript,Web Developer
55,82,81,50,14,80,69,7,5,4,C/C++,Pytorch,Software Engineer
22,87,62,46,12,35,83,5,8,3,React,C/C++,Database Administrator
73,63,22,83,78,88,83,3,5,0,Python,Ansible,Network Engineer
29,93,68,32,24,21,63,1,8,4,HTML/CSS,HTML/CSS,UI/UX
76,83,63,52,43,79,64,6,7,1,Tensorflow,Machine Learning,DATA Scientist
48,31,61,45,36,18,68,3,7,5,Photoshop,HTML/CSS,UI/UX
53,44,48,42,35,38,58,2,8,3,GitHub,Photoshop,UI/UX
95,83,81,76,65,52,60,5,6,3,HTML/CSS,MYSQL,Database Administrator
75,66,77,75,76,95,78,7,3,7,GitHub,Oracle,Software Engineer
84,19,31,89,81,55,76,2,4,2,Ansible,Cisco Packet tracer,Network Engineer
27,29,70,59,68,30,73,6,7,0,Python,Node.js,Network Engineer
59,52,75,83,70,79,81,7,7,0,Ansible,HTML/CSS,Database Administrator
39,86,66,57,80,94,64,9,6,4,R,Tensorflow,DATA Scientist
93,95,73,66,75,83,67,7,5,1,Oracle,Oracle,Database Administrator
74,48,72,73,77,94,75,5,7,3,C/C++,Python,Database Administrator
82,38,26,33,79,14,89,2,2,3,Python,C/C++,Tech Support
34,39,88,86,74,81,61,7,6,0,Python,C/C++,Software Engineer
9,18,74,87,75,98,70,5,7,3,HTML/CSS,C/C++,Software Engineer
40,15,60,6,45,34,72,5,9,5,GitHub,Node.js,Web Developer
77,66,77,86,73,66,78,8,5,1,Oracle,Python,Network Engineer
83,63,46,30,11,17,89,1,4,0,HTML/CSS,C/C++,Tech Support
70,88,78,39,34,36,65,4,5,1,HTML/CSS,Java,Tech Support
74,73,55,63,74,77,70,8,4,2,R,Python,DATA Scientist
84,81,56,50,76,70,61,6,6,2,Deep Learning,R,DATA Scientist
90,16,85,96,79,75,89,8,5,2,Python,HTML/CSS,Network Engineer
71,64,79,96,75,74,87,8,7,3,Linux,Linux,Network Engineer
53,84,83,87,57,40,49,6,7,6,HTML/CSS,Linux,Web Developer
75,94,82,49,7,54,65,7,5,4,Python,Oracle,Software Engineer
13,67,76,68,18,77,70,6,3,1,HTML/CSS,Deep Learning,Database Administrator
6,88,86,82,88,80,63,8,5,3,Python,HTML/CSS,Software Engineer
85,69,42,22,24,96,80,4,5,4,Python,Java,UI/UX
63,14,68,60,95,62,60,9,6,2,Python,Deep Learning,DATA Scientist
56,80,84,68,37,40,81,5,7,7,HTML/CSS,Oracle,Database Administrator
88,8,85,82,77,88,80,8,4,0,Java,C/C++,Network Engineer
15,16,6,26,17,38,86,4,8,4,Figma,HTML/CSS,UI/UX
34,47,65,31,28,16,59,2,4,1,C/C++,Figma,Tech Support
85,20,77,73,84,82,62,10,6,4,Oracle,Tensorflow,Software Engineer
59,49,72,49,24,43,49,2,8,9,GitHub,Photoshop,Web Developer
64,89,80,87,42,55,40,4,8,3,React,HTML/CSS,Web Developer
90,74,35,52,95,74,68,8,5,4,Python,Machine Learning,DATA Scientist
51,88,80,64,77,83,62,6,7,1,Python,HTML/CSS,Database Administrator
82,48,55,24,83,33,60,2,10,3,Deep Learning,Javascript,UI/UX
32,40,10,87,29,91,74,1,8,4,Java,Javascript,UI/UX
51,88,11,58,49,56,67,6,6,1,C/C++,MYSQL,Database Administrator
51,10,93,86,10,33,40,5,3,5,Javascript,HTML/CSS,Web Developer
63,79,83,82,49,58,73,6,6,2,MYSQL,Linux,Database Administrator
94,86,92,71,76,80,76,7,5,4,HTML/CSS,MYSQL,Software Engineer
58,92,73,22,22,27,62,5,7,1,C/C++,Java,Tech Support
13,16,69,42,14,38,65,7,8,0,C/C++,HTML/CSS,Tech Support
60,71,94,46,48,36,40,4,8,9,GitHub,HTML/CSS,Web Developer
48,75,56,43,50,14,75,3,7,1,Photoshop,Photoshop,UI/UX
41,78,88,37,36,40,43,5,9,9,GitHub,HTML/CSS,Web Developer
27,72,74,70,72,74,72,7,6,3,Oracle,Linux,Database Administrator
58,94,8,49,42,61,56,4,5,2,Photoshop,HTML/CSS,Database Administrator
95,89,83,84,71,86,64,10,6,4,Angular,Linux,Software Engineer
26,22,10,48,21,23,60,4,9,5,GitHub,Photoshop,UI/UX
80,70,76,59,95,80,69,6,6,3,Python,Pytorch,DATA Scientist
76,97,19,77,95,84,64,7,6,4,Deep Learning,C/C++,Database Administrator
90,84,62,59,85,80,60,8,7,3,R,R,DATA Scientist
65,76,66,41,25,30,78,6,10,4,HTML/CSS,Javascript,Web Developer
40,6,82,79,81,64,88,7,9,3,Python,C/C++,Database Administrator
31,36,47,6,31,17,83,1,10,3,HTML/CSS,Javascript,UI/UX
64,19,68,76,47,58,60,4,3,0,C/C++,HTML/CSS,Database Administrator
51,96,82,83,70,84,48,5,7,4,Angular,MYSQL,Web Developer
81,93,79,80,82,87,68,9,5,0,Oracle,Java,Software Engineer
70,36,70,12,85,80,74,7,6,5,HTML/CSS,Angular,Software Engineer
83,86,90,50,74,75,71,7,7,4,R,Tensorflow,DATA Scientist
74,78,71,76,96,62,77,9,6,2,Ansible,Oracle,DATA Scientist
92,76,81,6,79,76,71,8,4,1,Wire Shark,Oracle,Network Engineer
28,6,20,33,10,39,80,2,10,0,HTML/CSS,GitHub,Tech Support
42,80,71,87,33,45,47,3,2,0,HTML/CSS,Python,Tech Support
84,42,36,33,74,71,78,5,9,0,Ansible,Cisco Packet tracer,Network Engineer
76,97,93,69,52,74,63,7,6,0,Tensorflow,Oracle,Database Administrator
57,54,83,68,60,75,80,5,5,0,Python,BASH/SHELL,Network Engineer
88,60,56,26,89,27,77,9,5,3,Python,HTML/CSS,DATA Scientist
43,25,53,28,23,27,64,4,9,4,Photoshop,HTML/CSS,UI/UX
22,27,29,28,11,19,51,4,6,1,Python,C/C++,Tech Support
26,47,57,12,3,35,77,1,10,3,Python,GitHub,UI/UX
62,86,45,59,55,28,50,3,7,5,GitHub,Angular,Web Developer
66,6,43,82,12,27,58,4,7,5,HTML/CSS,Java,UI/UX
8,82,78,91,15,54,62,6,5,4,HTML/CSS,MYSQL,Database Administrator
69,95,61,60,69,62,60,7,6,2,R,C/C++,Database Administrator
88,88,85,86,88,75,83,8,7,0,MYSQL,C/C++,Network Engineer
24,28,6,25,15,27,56,5,10,5,HTML/CSS,C/C++,Tech Support
87,82,77,58,97,80,83,9,6,4,Tensorflow,Tensorflow,DATA Scientist
38,31,38,19,12,36,69,4,7,4,Node.js,GitHub,UI/UX
83,39,59,63,78,73,70,1,7,3,Deep Learning,R,DATA Scientist
81,80,77,84,81,84,62,7,7,4,C/C++,Linux,Software Engineer
66,42,79,46,22,38,47,5,7,1,Python,Python,Tech Support
71,95,85,57,48,66,71,6,5,0,C/C++,HTML/CSS,Database Administrator
38,33,17,42,39,28,71,4,9,5,Photoshop,HTML/CSS,UI/UX
82,78,55,31,22,34,63,3,5,3,HTML/CSS,Python,Tech Support
55,35,62,44,31,43,83,4,8,3,BASH/SHELL,HTML/CSS,UI/UX
75,57,84,95,76,98,85,8,6,1,Python,MYSQL,Network Engineer
42,52,82,90,44,57,87,3,7,0,MYSQL,Oracle,Database Administrator
25,6,39,46,21,37,62,4,9,5,Photoshop,Javascript,UI/UX
71,83,78,58,93,50,43,7,7,9,Machine Learning,Javascript,Web Developer
22,45,75,40,20,33,43,3,9,4,HTML/CSS,Angular,UI/UX
82,78,72,82,71,52,71,7,5,8,Cisco Packet tracer,Machine Learning,Software Engineer
31,23,49,23,23,24,62,4,4,5,GitHub,C/C++,UI/UX
74,97,91,99,79,75,73,6,4,2,Ansible,Python,Network Engineer
9,13,63,10,22,46,51,4,7,0,GitHub,Angular,Web Developer
20,33,45,32,20,43,89,3,8,3,Python,GitHub,UI/UX
80,50,51,60,93,72,76,2,4,1,Deep Learning,R,DATA Scientist
32,72,92,87,39,69,72,5,3,4,React,GitHub,Web Developer
56,30,62,65,57,61,73,5,7,4,Java,HTML/CSS,Database Administrator
43,87,54,59,24,47,67,4,10,3,GitHub,GitHub,UI/UX
58,70,71,62,24,44,83,6,7,2,Linux,Tensorflow,Database Administrator
83,47,34,34,1,14,71,3,6,2,C/C++,C/C++,UI/UX
51,88,76,49,22,49,57,5,7,1,C/C++,Java,Web Developer
67,84,6,6,54,14,77,6,7,3,React,HTML/CSS,Database Administrator
77,80,71,89,15,53,62,5,7,5,GitHub,React,Web Developer
98,79,80,90,70,88,68,6,7,7,Angular,Linux,Software Engineer
64,67,73,42,43,64,54,4,7,7,React,GitHub,Web Developer
55,72,65,46,51,62,89,5,4,4,Angular,HTML/CSS,Web Developer
34,81,82,40,39,40,41,4,7,4,Node.js,React,Web Developer
80,86,30,59,92,89,60,9,6,4,R,Tensorflow,DATA Scientist
21,35,44,8,8,14,62,3,7,3,HTML/CSS,Java,UI/UX
42,68,50,28,23,15,74,4,10,3,HTML/CSS,Photoshop,UI/UX
84,86,37,86,76,91,78,6,5,1,Tensorflow,Machine Learning,DATA Scientist
78,84,79,67,97,71,61,9,7,3,R,Python,DATA Scientist
21,35,40,6,39,37,60,4,9,3,GitHub,Javascript,UI/UX
84,49,71,85,85,93,74,10,6,4,Java,Python,Software Engineer
7,22,70,75,87,63,62,8,5,4,Linux,Python,DATA Scientist
77,87,88,62,62,74,83,7,7,1,HTML/CSS,Python,Database Administrator
34,41,33,25,7,36,71,3,8,1,HTML/CSS,Javascript,Tech Support
11,56,46,22,48,33,77,2,9,1,HTML/CSS,GitHub,UI/UX
73,60,72,82,89,74,84,6,4,1,Wire Shark,Linux,Network Engineer
96,62,18,49,74,80,63,7,6,2,Linux,Linux,Software Engineer
85,95,84,87,65,72,77,7,7,0,Linux,Linux,Database Administrator
48,77,56,51,16,41,68,4,7,3,HTML/CSS,Angular,DATA Scientist
28,28,22,31,19,27,82,1,7,3,GitHub,HTML/CSS,UI/UX
38,6,29,26,19,31,85,4,5,0,HTML/CSS,HTML/CSS,Tech Support
75,14,83,64,74,63,72,8,6,1,Python,Python,Network Engineer
8,57,74,73,44,75,85,5,5,1,Wire Shark,HTML/CSS,Database Administrator
69,6,85,81,37,70,52,6,7,0,Python,Oracle,Database Administrator
70,75,82,29,39,73,88,6,4,1,Wire Shark,Linux,Network Engineer
16,34,48,49,2,37,68,2,7,3,Photoshop,HTML/CSS,UI/UX
85,90,77,83,76,85,86,7,6,4,HTML/CSS,Python,Software Engineer
84,82,76,74,78,83,77,7,5,4,HTML/CSS,Linux,Software Engineer
6,73,6,28,29,68,73,5,5,0,C/C++,Linux,Tech Support
17,21,79,74,85,39,61,8,5,1,C/C++,Python,DATA Scientist
56,15,92,34,39,44,51,5,9,0,HTML/CSS,Javascript,Web Developer
48,89,82,85,38,46,52,6,7,0,Python,HTML/CSS,Web Developer
65,92,37,65,5,49,62,7,5,0,C/C++,Javascript,Database Administrator
86,88,83,65,72,89,63,10,6,3,MYSQL,MYSQL,Software Engineer
19,80,79,60,33,50,61,5,5,0,HTML/CSS,C/C++,Database Administrator
23,94,19,19,39,24,75,3,5,4,C/C++,Java,Tech Support
97,16,84,75,75,81,80,7,7,3,Wire Shark,Linux,Software Engineer
76,86,75,82,82,77,80,6,6,4,C/C++,Python,Database Administrator
8,99,83,75,80,66,75,10,4,0,Python,C/C++,Software Engineer
26,29,73,69,61,63,70,5,7,4,C/C++,Javascript,Database Administrator
78,38,31,48,19,24,65,1,10,3,HTML/CSS,HTML/CSS,UI/UX
23,84,57,49,29,25,85,3,8,6,Javascript,Photoshop,UI/UX
7,89,90,55,90,33,53,7,9,9,Angular,Node.js,Web Developer
7,6,35,83,13,46,89,3,7,4,C/C++,HTML/CSS,Tech Support
89,42,41,42,20,16,58,4,4,1,Photoshop,HTML/CSS,UI/UX
53,35,92,51,0,14,64,3,6,3,C/C++,Javascript,UI/UX
83,28,83,86,34,75,63,8,7,1,GitHub,Linux,Network Engineer
74,93,80,65,80,79,67,8,5,0,Oracle,C/C++,Database Administrator
32,79,83,33,13,34,42,3,9,7,GitHub,Javascript,Web Developer
57,69,73,56,67,58,53,4,7,4,React,HTML/CSS,Web Developer
28,54,25,6,11,50,87,5,6,0,Linux,C/C++,Tech Support
6,87,81,68,47,56,60,6,6,6,Python,C/C++,Software Engineer
24,36,22,33,14,35,44,1,9,1,HTML/CSS,C/C++,Tech Support
96,24,81,89,77,94,63,7,5,2,Linux,HTML/CSS,Software Engineer
7,99,80,48,21,39,72,4,9,3,GitHub,HTML/CSS,Web Developer
56,76,65,86,45,86,71,5,4,0,HTML/CSS,HTML/CSS,Database Administrator
30,7,31,36,18,28,81,2,7,4,Figma,Javascript,UI/UX
6,6,88,80,45,51,77,6,5,3,MYSQL,Oracle,Database Administrator
89,84,72,61,85,98,61,10,7,6,C/C++,Linux,Software Engineer
83,83,75,60,79,72,74,7,6,2,Tensorflow,Linux,DATA Scientist
35,53,73,22,14,78,57,8,5,0,Python,Python,Network Engineer
7,26,14,27,18,43,50,2,8,1,Python,C/C++,Tech Support
82,76,51,37,91,81,84,7,7,4,C/C++,Linux,DATA Scientist
94,24,79,71,38,77,82,9,6,3,R,C/C++,Database Administrator
84,48,7,35,89,21,62,2,4,0,Python,C/C++,Tech Support
32,98,46,39,20,43,55,3,10,5,GitHub,Photoshop,UI/UX
88,41,6,37,73,71,71,1,5,4,HTML/CSS,Cisco Packet tracer,Network Engineer
98,63,14,68,78,98,79,10,5,3,C/C++,Deep Learning,Software Engineer
60,87,80,62,39,87,68,5,5,0,C/C++,HTML/CSS,Database Administrator
51,98,72,71,85,82,65,7,5,3,Oracle,HTML/CSS,Database Administrator
27,32,46,45,15,18,79,1,9,4,Figma,GitHub,UI/UX
26,39,66,49,17,17,52,4,9,4,GitHub,Photoshop,UI/UX
27,41,17,49,27,22,68,2,8,5,Photoshop,HTML/CSS,UI/UX
12,25,58,16,62,14,75,4,10,4,Photoshop,GitHub,UI/UX
35,10,6,13,25,28,61,1,4,5,Python,Python,Tech Support
25,49,32,47,14,34,62,1,8,3,GitHub,Photoshop,UI/UX
26,89,94,55,20,33,59,4,8,7,HTML/CSS,Javascript,Web Developer
84,88,92,47,85,90,64,9,7,5,GitHub,Angular,Software Engineer
13,83,44,33,12,45,51,5,8,1,HTML/CSS,Node.js,Tech Support
18,84,81,90,78,98,86,7,7,4,Javascript,HTML/CSS,Software Engineer
57,85,74,56,17,60,60,4,8,3,HTML/CSS,GitHub,DATA Scientist
78,80,80,82,84,59,72,5,4,1,Deep Learning,Tensorflow,Network Engineer
84,65,70,88,24,88,61,9,4,4,Python,Tensorflow,Software Engineer
73,98,74,76,63,77,82,7,7,2,HTML/CSS,Python,Database Administrator
62,29,92,42,40,40,49,3,8,6,GitHub,MYSQL,Web Developer
98,18,72,81,75,71,67,8,7,4,React,C/C++,Software Engineer
56,78,58,43,10,45,59,4,8,5,GitHub,Figma,UI/UX
62,87,84,45,36,70,54,1,7,4,Photoshop,Javascript,Web Developer
36,48,32,27,25,31,83,2,2,1,Photoshop,HTML/CSS,UI/UX
87,72,72,69,86,95,64,8,6,4,R,R,DATA Scientist
26,24,11,58,97,64,62,6,5,4,Python,Linux,DATA Scientist
98,55,82,89,31,87,75,10,6,3,Python,MYSQL,Software Engineer
61,14,34,62,43,72,59,6,6,1,Python,Pytorch,Database Administrator
23,72,69,49,31,33,72,2,9,4,Photoshop,HTML/CSS,UI/UX
50,53,55,62,26,14,75,7,7,5,Photoshop,HTML/CSS,UI/UX
66,72,75,43,33,50,49,6,7,3,HTML/CSS,GitHub,Web Developer
31,59,74,29,33,35,66,5,6,0,HTML/CSS,Java,Tech Support
56,62,70,76,82,58,42,9,7,7,Javascript,GitHub,Database Administrator
84,70,57,22,82,87,70,7,6,2,Deep Learning,Tensorflow,DATA Scientist
67,98,76,80,36,40,60,6,7,4,Linux,HTML/CSS,Database Administrator
77,69,85,79,68,77,82,5,5,0,Oracle,HTML/CSS,Database Administrator
86,65,82,80,87,82,77,5,5,4,Python,MYSQL,Network Engineer
86,19,32,62,79,93,63,4,4,2,Python,Java,DATA Scientist
70,98,92,89,34,57,80,4,7,0,HTML/CSS,C/C++,Database Administrator
83,45,89,99,78,85,70,5,6,0,Python,C/C++,Network Engineer
85,31,77,82,79,81,75,9,6,0,GitHub,Python,Network Engineer
82,87,35,60,73,80,66,9,4,3,Python,Deep Learning,DATA Scientist
50,73,92,58,0,36,52,4,7,4,Angular,Node.js,Web Developer
16,35,9,28,20,19,64,2,4,5,HTML/CSS,Photoshop,UI/UX
79,71,82,90,83,92,65,7,6,3,HTML/CSS,MYSQL,Software Engineer
8,67,85,70,45,54,79,5,5,1,HTML/CSS,C/C++,Database Administrator
78,89,71,76,88,73,89,6,4,2,C/C++,Python,Database Administrator
51,25,78,49,10,30,50,3,10,4,GitHub,HTML/CSS,Web Developer
82,95,93,75,86,85,86,7,7,4,MYSQL,MYSQL,Software Engineer
82,38,54,29,92,37,70,1,5,1,HTML/CSS,Python,DATA Scientist
34,40,54,33,4,16,81,1,6,0,HTML/CSS,C/C++,Tech Support
32,41,77,79,93,65,76,9,6,1,Javascript,Python,DATA Scientist
82,89,50,68,83,62,66,9,3,4,Deep Learning,R,DATA Scientist
16,72,91,90,27,35,65,5,7,4,React,HTML/CSS,Software Engineer
82,66,49,39,80,60,64,4,10,5,Photoshop,HTML/CSS,UI/UX
88,80,78,82,40,50,74,10,5,4,Oracle,Javascript,Software Engineer
82,98,84,75,68,74,63,5,6,2,C/C++,Linux,Database Administrator
69,27,7,95,79,84,71,5,5,0,Python,Cisco Packet tracer,Network Engineer
83,34,59,39,1,14,76,3,4,1,C/C++,HTML/CSS,Tech Support
81,35,8,35,7,35,65,5,7,1,MYSQL,C/C++,Tech Support
45,6,62,43,5,21,77,3,8,5,Photoshop,Javascript,UI/UX
72,77,67,52,97,62,77,8,4,1,R,Tensorflow,DATA Scientist
69,20,80,87,80,80,60,5,6,6,Java,MYSQL,Software Engineer
70,64,86,52,83,60,80,8,7,2,Python,Ansible,Network Engineer
77,60,87,86,69,64,75,5,5,0,Ansible,MYSQL,Network Engineer
53,47,63,25,60,36,82,4,9,1,Photoshop,HTML/CSS,UI/UX
58,42,70,76,32,58,74,5,5,0,C/C++,MYSQL,Database Administrator
58,86,12,63,69,40,78,4,9,3,HTML/CSS,HTML/CSS,Database Administrator
22,71,15,57,47,43,75,6,7,3,C/C++,MYSQL,Database Administrator
51,92,74,74,43,40,78,4,5,0,HTML/CSS,C/C++,Database Administrator
86,30,46,53,9,36,75,1,7,4,Javascript,Javascript,UI/UX
54,97,60,74,31,88,60,4,2,2,C/C++,MYSQL,Database Administrator
45,46,24,49,25,16,89,1,8,0,HTML/CSS,Python,Tech Support
50,85,57,57,88,33,65,4,8,4,Figma,HTML/CSS,UI/UX
67,98,75,63,42,56,65,5,5,0,C/C++,HTML/CSS,Database Administrator
72,87,73,71,85,84,64,9,6,3,Deep Learning,MYSQL,DATA Scientist
35,94,30,56,38,45,74,4,7,1,Deep Learning,HTML/CSS,Database Administrator
86,79,84,77,85,80,62,7,6,1,Linux,Linux,Software Engineer
93,85,70,76,72,85,61,9,6,2,Linux,Java,Software Engineer
66,47,6,40,25,34,49,3,10,5,Node.js,Javascript,Web Developer
85,35,71,55,79,51,71,7,7,0,Ansible,HTML/CSS,DATA Scientist
89,77,85,56,75,80,62,5,5,7,Python,C/C++,Software Engineer
35,35,83,19,84,96,74,7,6,4,C/C++,MYSQL,Software Engineer
99,88,90,75,77,91,62,10,6,7,R,MYSQL,Software Engineer
83,22,86,61,85,74,79,9,6,1,Cisco Packet tracer,Python,Network Engineer
94,88,83,72,74,76,61,8,7,7,Ansible,C/C++,Software Engineer
8,18,28,86,5,31,43,5,2,0,HTML/CSS,Node.js,Tech Support
59,74,88,58,65,50,77,5,6,4,MYSQL,Linux,Database Administrator
83,13,59,99,70,78,77,8,7,0,Java,Linux,Network Engineer
24,54,86,80,74,87,64,7,6,3,Linux,BASH/SHELL,Network Engineer
46,96,89,64,98,83,63,9,6,3,C/C++,R,DATA Scientist
22,45,48,43,22,28,56,2,9,3,Photoshop,GitHub,UI/UX
45,31,48,29,18,41,61,2,10,1,GitHub,HTML/CSS,UI/UX
90,95,55,54,63,14,69,1,5,2,Deep Learning,C/C++,Database Administrator
6,76,82,50,65,64,52,5,3,5,HTML/CSS,Oracle,Database Administrator
57,10,6,57,42,40,53,5,7,8,HTML/CSS,Angular,Web Developer
42,8,46,23,5,54,89,1,8,0,HTML/CSS,C/C++,Tech Support
95,89,85,80,21,86,70,8,6,1,Java,HTML/CSS,Software Engineer
64,82,71,64,44,62,41,6,9,7,C/C++,Photoshop,Database Administrator
74,64,76,73,85,75,88,7,4,1,Cisco Packet tracer,Cisco Packet tracer,Network Engineer
94,95,78,77,78,85,69,7,5,3,Linux,Python,Software Engineer
98,87,71,72,81,85,73,9,6,4,Java,C/C++,Software Engineer
48,9,52,48,3,31,60,4,9,3,Photoshop,GitHub,UI/UX
16,81,72,82,24,32,74,3,10,4,GitHub,GitHub,Web Developer
22,33,29,68,8,37,89,4,10,3,HTML/CSS,GitHub,UI/UX
24,97,84,70,63,69,77,7,7,0,HTML/CSS,MYSQL,Database Administrator
44,37,15,36,15,21,67,5,3,1,HTML/CSS,HTML/CSS,Tech Support
8,30,26,38,13,34,69,3,7,4,GitHub,C/C++,Tech Support
72,60,70,71,79,94,67,9,6,0,Wire Shark,MYSQL,Network Engineer
6,96,92,85,44,61,83,5,5,0,HTML/CSS,BASH/SHELL,Database Administrator
61,98,54,41,8,21,79,2,10,1,GitHub,HTML/CSS,UI/UX
80,73,94,46,22,37,59,3,9,5,GitHub,HTML/CSS,Web Developer
59,67,78,99,35,59,83,5,10,4,Angular,HTML/CSS,Database Administrator
62,81,25,67,34,47,81,3,3,3,Javascript,HTML/CSS,Database Administrator
31,27,51,29,32,38,50,3,8,4,Javascript,HTML/CSS,UI/UX
51,92,87,32,27,73,62,5,5,4,HTML/CSS,Java,Database Administrator
