DSA,DBMS,OS,CN,Mathmetics,Aptitute,Comm,Problem Solving,Creative,Hackathons,Skill 1,Skill 2,Profile
47,79,59,26,15,33,72,1,5,5,Python,Java,UI/UX
67,97,71,45,19,34,46,3,9,9,Node.js,Angular,Web Developer
78,23,50,94,75,81,88,7,5,2,Python,Python,Network Engineer
80,86,71,56,39,43,57,6,7,4,Node.js,React,Web Developer
58,90,93,58,47,31,59,1,4,4,HTML/CSS,HTML/CSS,Web Developer
15,9,77,6,18,25,55,3,4,1,Oracle,Java,Tech Support
9,95,74,7,42,47,73,5,6,2,C/C++,Oracle,Database Administrator
32,69,93,94,24,59,74,4,5,0,Python,MYSQL,Network Engineer
54,98,70,59,61,54,71,5,8,7,HTML/CSS,MYSQL,Database Administrator
52,93,22,70,21,39,87,1,7,0,Javascript,HTML/CSS,Database Administrator
23,83,80,46,38,46,50,5,8,7,Javascript,GitHub,Web Developer
33,6,38,31,16,32,74,5,5,1,HTML/CSS,C/C++,Tech Support
45,12,22,28,29,27,56,2,7,4,HTML/CSS,GitHub,UI/UX
79,43,78,20,78,65,79,5,5,1,Tensorflow,Wire Shark,Network Engineer
77,73,91,59,91,90,61,7,5,6,R,Tensorflow,DATA Scientist
63,75,88,31,38,45,52,5,7,2,Javascript,Angular,Web Developer
67,57,85,62,39,79,65,5,3,0,Ansible,Oracle,Database Administrator
86,80,68,68,73,87,70,7,6,1,Python,Tensorflow,DATA Scientist
26,10,83,46,14,43,50,4,9,10,Angular,Figma,Web Developer
35,84,70,58,13,70,50,6,7,1,Pytorch,Oracle,Web Developer
92,26,18,98,95,85,73,7,5,0,Python,BASH/SHELL,Network Engineer
82,52,85,99,65,60,75,9,6,0,Ansible,BASH/SHELL,Network Engineer
73,39,10,31,74,38,88,1,3,1,HTML/CSS,Java,Tech Support
87,54,20,66,84,75,63,8,4,2,Deep Learning,Cisco Packet tracer,DATA Scientist
70,66,84,75,77,80,74,7,6,3,Linux,BASH/SHELL,Software Engineer
83,79,93,63,57,32,65,6,6,0,HTML/CSS,MYSQL,Database Administrator
90,82,88,83,51,69,83,7,6,2,Linux,Oracle,Software Engineer
40,12,23,6,27,33,65,1,9,5,Photoshop,MYSQL,UI/UX
87,55,70,82,72,70,77,7,6,2,Python,Linux,Network Engineer
87,65,89,82,80,69,76,8,6,2,React,Linux,Network Engineer
64,86,54,76,46,53,89,6,7,1,Tensorflow,HTML/CSS,Database Administrator
60,88,69,59,39,43,53,6,9,4,GitHub,GitHub,Web Developer
96,91,31,82,9,85,85,4,6,1,Python,C/C++,Tech Support
96,52,14,42,32,50,64,4,6,0,Python,C/C++,Tech Support
14,66,73,92,14,46,73,5,5,1,Python,Python,Tech Support
82,97,71,66,56,86,64,9,5,1,Python,Python,DATA Scientist
51,48,63,34,35,33,73,1,7,3,HTML/CSS,Javascript,UI/UX
63,88,80,39,25,83,69,3,7,8,GitHub,Node.js,Web Developer
18,20,36,10,26,14,87,1,9,1,Javascript,HTML/CSS,UI/UX
85,41,87,87,72,85,79,4,7,4,C/C++,Python,Software Engineer
16,97,94,92,89,69,62,4,4,1,C/C++,Linux,Database Administrator
85,6,86,55,84,66,75,8,5,1,Python,MYSQL,Network Engineer
12,82,53,28,81,17,65,6,7,3,Javascript,Javascript,UI/UX
82,83,88,89,55,86,82,5,6,3,Python,HTML/CSS,Software Engineer
81,6,86,93,73,87,73,9,6,2,Linux,Linux,Software Engineer
55,90,87,74,50,58,77,7,6,3,Oracle,MYSQL,Database Administrator
43,48,88,98,67,40,80,4,6,0,HTML/CSS,Python,Tech Support
98,26,8,85,70,82,62,5,6,0,Python,Python,Software Engineer
74,96,66,59,72,64,63,6,6,2,Deep Learning,Tensorflow,DATA Scientist
70,63,42,78,71,86,76,10,7,2,Linux,Linux,Software Engineer
38,6,22,35,24,17,86,3,3,1,Python,Java,Tech Support
94,98,79,81,19,79,71,7,4,4,Oracle,HTML/CSS,Database Administrator
53,83,67,79,43,40,53,6,6,7,C/C++,Node.js,Database Administrator
6,82,87,88,75,90,66,8,6,4,MYSQL,Linux,Software Engineer
75,36,66,49,12,33,65,3,7,4,Angular,HTML/CSS,UI/UX
29,35,30,24,21,17,89,1,10,5,HTML/CSS,Javascript,UI/UX
7,26,20,22,11,22,68,3,2,0,Python,Java,Tech Support
9,57,86,95,89,90,70,10,7,0,Python,Cisco Packet tracer,Network Engineer
94,20,93,59,28,33,50,4,6,1,C/C++,HTML/CSS,Web Developer
14,11,31,38,3,28,71,1,9,3,Photoshop,HTML/CSS,UI/UX
91,56,51,77,70,80,83,5,6,7,Python,React,Network Engineer
68,33,81,92,48,98,80,8,7,4,React,HTML/CSS,Software Engineer
90,75,51,38,75,78,73,9,5,4,Java,Machine Learning,DATA Scientist
64,93,67,50,68,67,75,7,7,1,Oracle,Machine Learning,Database Administrator
43,99,50,29,4,18,71,1,8,3,Photoshop,GitHub,UI/UX
73,72,51,69,95,74,65,8,7,1,Pytorch,R,DATA Scientist
74,95,89,81,68,14,69,5,5,0,C/C++,C/C++,Database Administrator
91,84,83,71,67,85,73,4,6,5,Python,Linux,Software Engineer
63,86,54,70,32,74,83,5,6,0,Python,Pytorch,Database Administrator
6,65,9,11,87,38,82,6,5,0,Python,Java,Tech Support
83,45,92,55,97,88,80,4,6,5,R,Python,DATA Scientist
88,50,71,75,78,72,62,7,6,2,C/C++,MYSQL,Network Engineer
94,76,72,81,76,92,62,7,5,7,C/C++,C/C++,Software Engineer
14,29,58,19,18,24,79,3,7,1,HTML/CSS,GitHub,Tech Support
68,67,93,82,31,59,66,7,6,0,Python,MYSQL,Database Administrator
45,84,77,66,45,42,65,7,5,3,Oracle,HTML/CSS,Database Administrator
83,70,69,35,84,70,70,8,6,0,Python,Pytorch,Network Engineer
60,78,84,32,28,79,55,6,7,5,Angular,Angular,Web Developer
88,52,75,92,72,93,68,6,6,0,Python,Ansible,Network Engineer
90,76,71,36,79,81,61,8,5,1,HTML/CSS,Oracle,DATA Scientist
17,53,33,28,0,38,76,3,2,1,Python,Java,Tech Support
66,72,55,60,54,61,88,8,7,3,Pytorch,Deep Learning,DATA Scientist
51,90,48,80,24,35,60,1,7,3,Javascript,HTML/CSS,UI/UX
8,23,81,72,7,16,71,6,6,0,Python,HTML/CSS,Tech Support
34,65,38,89,6,66,83,7,5,1,C/C++,Ansible,Tech Support
97,86,73,67,77,82,63,5,6,1,Javascript,MYSQL,DATA Scientist
77,60,81,93,71,87,73,7,5,2,C/C++,Oracle,Network Engineer
62,89,77,60,40,56,73,5,7,5,Oracle,GitHub,Database Administrator
74,81,74,87,75,94,76,8,4,5,Angular,Oracle,Software Engineer
83,80,41,32,19,16,60,5,7,3,C/C++,Angular,Web Developer
81,91,76,87,73,85,63,7,7,3,GitHub,Linux,Software Engineer
50,83,76,58,30,47,41,4,7,8,GitHub,HTML/CSS,Web Developer
77,77,94,57,90,71,80,8,5,2,Tensorflow,Ansible,Network Engineer
35,12,14,24,19,48,75,4,10,3,Javascript,HTML/CSS,UI/UX
60,37,71,42,4,70,71,5,9,0,Python,HTML/CSS,Web Developer
27,89,6,81,38,25,72,5,4,1,Python,MYSQL,Tech Support
44,44,41,79,70,77,80,7,6,1,Python,Linux,Network Engineer
77,85,74,83,65,68,70,8,6,2,C/C++,Python,Database Administrator
29,32,87,36,17,14,83,1,4,0,Python,C/C++,Tech Support
75,65,71,86,73,73,83,6,5,0,Wire Shark,Python,Network Engineer
91,86,72,72,81,60,61,7,5,2,C/C++,Linux,Software Engineer
10,18,18,6,8,35,67,5,6,2,HTML/CSS,C/C++,Tech Support
6,97,53,65,95,51,64,7,6,4,Deep Learning,Pytorch,DATA Scientist
50,71,40,77,70,98,65,8,7,7,MYSQL,Javascript,Software Engineer
22,41,47,28,0,22,80,3,6,3,Photoshop,C/C++,UI/UX
28,88,72,51,32,47,58,4,7,9,GitHub,Angular,Web Developer
83,49,83,47,49,36,47,3,9,0,Node.js,Java,Web Developer
23,38,84,53,49,37,68,3,8,5,GitHub,Photoshop,UI/UX
46,76,42,97,81,98,68,7,6,8,Python,Machine Learning,Software Engineer
77,62,88,91,83,78,76,8,7,1,React,Ansible,Network Engineer
83,74,76,69,97,89,74,8,7,2,MYSQL,Java,DATA Scientist
61,6,73,23,40,49,78,6,7,5,Angular,Javascript,Database Administrator
51,71,76,65,94,63,78,9,5,4,GitHub,Deep Learning,DATA Scientist
38,21,31,35,29,25,84,2,3,1,GitHub,HTML/CSS,UI/UX
51,45,79,99,53,71,70,6,4,0,Linux,Linux,Database Administrator
33,12,14,44,3,39,89,3,2,1,HTML/CSS,Java,Tech Support
70,13,18,90,79,84,84,5,5,2,Linux,Python,Network Engineer
94,68,56,64,93,67,80,5,4,1,Ansible,Python,DATA Scientist
57,59,77,89,66,85,89,4,6,0,Oracle,HTML/CSS,Network Engineer
31,60,78,77,81,68,78,9,6,5,Node.js,C/C++,Software Engineer
92,6,24,84,75,80,73,6,5,2,Python,Python,Software Engineer
88,85,66,50,91,60,71,9,5,4,R,Tensorflow,DATA Scientist
31,38,20,16,14,14,79,8,7,4,Photoshop,Java,UI/UX
77,85,87,49,32,40,71,1,7,2,Javascript,Angular,Web Developer
99,9,55,96,85,84,67,7,7,2,Python,HTML/CSS,Software Engineer
86,88,68,61,95,63,76,6,7,1,Deep Learning,Pytorch,DATA Scientist
88,77,79,54,89,86,74,7,5,2,Wire Shark,Cisco Packet tracer,Software Engineer
20,24,28,29,29,27,88,1,10,1,Python,Figma,UI/UX
93,50,17,84,76,75,82,6,6,0,Python,Wire Shark,Network Engineer
52,91,84,89,52,90,61,6,7,3,Linux,Linux,Database Administrator
62,82,78,56,54,50,82,6,5,3,Oracle,Linux,Database Administrator
13,25,42,25,21,43,54,5,9,1,Figma,HTML/CSS,UI/UX
89,13,76,82,71,87,74,9,5,3,Java,Python,DATA Scientist
50,70,30,55,11,40,43,5,9,7,Node.js,Javascript,Web Developer
85,72,69,19,81,49,78,9,6,4,GitHub,Python,Software Engineer
62,86,70,66,49,74,68,7,7,1,Oracle,MYSQL,Database Administrator
80,78,82,89,70,80,85,7,7,2,C/C++,Oracle,Software Engineer
85,76,88,62,80,85,89,7,7,4,Python,Tensorflow,DATA Scientist
53,88,88,84,83,72,84,7,7,2,Wire Shark,Javascript,Network Engineer
78,89,72,75,76,86,77,7,7,3,React,Python,Software Engineer
68,97,77,75,48,53,67,6,7,3,React,Oracle,Database Administrator
75,40,44,56,72,89,73,9,4,4,BASH/SHELL,R,DATA Scientist
86,29,56,35,80,63,60,7,7,3,HTML/CSS,Node.js,Software Engineer
83,6,68,60,39,31,52,8,6,2,HTML/CSS,Angular,Network Engineer
56,99,85,75,49,40,63,4,5,0,Javascript,HTML/CSS,Database Administrator
87,89,64,66,88,80,75,9,5,0,Python,Deep Learning,DATA Scientist
54,27,33,21,33,34,59,1,9,4,Figma,GitHub,UI/UX
30,9,88,80,24,25,77,2,9,3,Figma,Figma,UI/UX
28,6,77,32,23,35,49,5,8,1,GitHub,HTML/CSS,Web Developer
63,83,83,23,34,43,51,4,8,5,Javascript,Angular,Web Developer
94,69,84,75,77,59,72,7,5,2,Python,BASH/SHELL,Network Engineer
22,84,41,40,33,19,86,3,5,4,Figma,HTML/CSS,UI/UX
24,77,67,55,25,23,65,4,8,4,Photoshop,Javascript,UI/UX
80,76,46,65,86,66,63,5,6,2,Oracle,Tensorflow,DATA Scientist
85,70,88,79,86,96,72,7,6,1,Linux,Linux,Software Engineer
91,92,88,86,73,40,60,8,3,0,Python,HTML/CSS,Network Engineer
36,6,54,40,30,31,64,4,6,5,HTML/CSS,Photoshop,UI/UX
94,12,66,64,57,61,71,7,4,3,Python,HTML/CSS,DATA Scientist
80,73,51,69,70,77,69,8,7,4,R,R,DATA Scientist
84,97,74,80,76,81,61,5,5,0,HTML/CSS,MYSQL,Database Administrator
58,76,86,68,84,60,70,6,7,5,Python,Deep Learning,DATA Scientist
70,20,92,20,39,35,55,2,3,1,HTML/CSS,HTML/CSS,Tech Support
29,14,38,32,9,20,80,1,3,3,Python,Photoshop,UI/UX
69,87,82,62,30,82,67,5,7,3,Angular,HTML/CSS,Database Administrator
93,90,70,95,67,70,73,8,4,1,Linux,Python,Network Engineer
79,81,68,59,72,98,60,6,7,4,Pytorch,Deep Learning,DATA Scientist
81,77,62,45,84,80,79,8,4,2,Python,Pytorch,DATA Scientist
85,87,31,56,38,45,53,5,9,4,Photoshop,HTML/CSS,Web Developer
73,88,71,32,77,70,73,10,5,8,BASH/SHELL,R,Network Engineer
40,84,71,35,23,42,46,5,4,1,Javascript,Java,Web Developer
84,92,94,56,11,68,73,5,5,0,C/C++,C/C++,Tech Support
56,87,63,58,9,34,52,3,9,10,React,Node.js,Web Developer
72,90,82,56,17,61,68,6,4,1,C/C++,Java,Database Administrator
93,76,82,65,98,85,66,8,5,2,Python,Pytorch,DATA Scientist
84,93,81,82,90,68,67,10,7,2,Python,C/C++,Database Administrator
74,57,75,94,78,89,85,8,6,2,Linux,Python,Network Engineer
48,26,46,33,0,37,65,5,8,5,HTML/CSS,Photoshop,UI/UX
62,90,23,71,57,77,82,4,3,0,HTML/CSS,Oracle,Database Administrator
16,7,12,6,97,15,62,2,5,1,HTML/CSS,C/C++,Tech Support
46,93,11,51,51,33,70,4,3,2,C/C++,React,Tech Support
43,36,43,39,8,35,55,2,7,5,GitHub,Photoshop,UI/UX
14,25,88,93,0,38,64,5,6,1,Java,HTML/CSS,Tech Support
86,35,55,65,85,64,61,9,7,3,Python,Pytorch,DATA Scientist
51,89,74,72,69,72,70,6,4,0,HTML/CSS,C/C++,Database Administrator
48,64,74,88,53,65,80,5,6,0,Ansible,C/C++,Network Engineer
86,34,11,94,76,86,81,7,5,1,Ansible,HTML/CSS,Network Engineer
32,80,77,66,96,62,71,7,7,2,Python,Tensorflow,DATA Scientist
61,82,87,74,62,97,80,7,6,3,Linux,Oracle,Software Engineer
82,46,91,95,23,62,74,6,4,1,Python,Linux,Network Engineer
7,49,17,44,8,32,63,5,2,2,Python,HTML/CSS,Tech Support
76,31,56,33,43,37,72,4,9,5,Javascript,GitHub,UI/UX
7,60,85,70,84,80,64,8,7,0,Python,Cisco Packet tracer,Network Engineer
64,81,75,83,61,66,78,8,5,0,HTML/CSS,C/C++,Database Administrator
13,86,33,18,21,59,61,1,6,1,Figma,C/C++,Tech Support
97,94,44,26,38,45,54,5,10,5,MYSQL,React,UI/UX
98,68,79,92,87,85,84,7,4,0,Linux,Machine Learning,Network Engineer
73,49,83,10,74,87,82,4,5,5,HTML/CSS,HTML/CSS,Network Engineer
96,17,71,77,77,85,66,7,5,2,Python,Pytorch,Software Engineer
85,52,73,37,72,39,49,5,9,10,HTML/CSS,GitHub,Tech Support
84,71,55,77,86,92,83,7,6,3,Angular,Linux,Software Engineer
24,96,56,62,89,65,60,6,4,2,Python,Python,DATA Scientist
64,84,78,75,30,50,63,9,5,0,MYSQL,C/C++,Database Administrator
74,77,74,60,70,82,63,9,5,3,Pytorch,Machine Learning,DATA Scientist
24,10,75,41,12,63,78,3,5,0,Python,C/C++,Tech Support
9,27,8,86,71,86,62,5,6,0,Java,Python,Network Engineer
16,32,36,36,12,40,77,2,9,1,HTML/CSS,Figma,UI/UX
10,73,81,43,2,47,73,3,4,4,Javascript,React,UI/UX
52,55,75,85,87,67,70,8,6,1,Python,Tensorflow,Network Engineer
89,56,82,39,76,85,80,5,4,2,C/C++,HTML/CSS,Network Engineer
74,43,76,24,42,95,60,9,4,0,Python,GitHub,Database Administrator
19,15,6,57,4,27,65,4,4,3,HTML/CSS,Java,Tech Support
49,87,56,50,40,48,80,3,7,1,Java,Angular,Web Developer
85,75,84,68,70,64,75,10,5,7,Pytorch,Machine Learning,DATA Scientist
68,99,65,60,45,67,71,6,6,2,HTML/CSS,C/C++,Database Administrator
37,80,80,64,72,89,63,8,5,1,Machine Learning,Python,DATA Scientist
53,40,16,40,8,32,80,5,7,0,GitHub,HTML/CSS,Tech Support
94,76,80,38,78,83,77,8,5,3,Python,Python,Software Engineer
86,89,84,81,74,84,60,8,6,1,R,Python,Software Engineer
84,75,71,59,91,64,63,6,7,2,React,Deep Learning,DATA Scientist
13,38,42,19,27,23,61,1,5,0,Java,Java,Tech Support
58,40,94,16,20,37,61,1,3,3,Java,GitHub,UI/UX
77,94,85,60,68,72,75,8,5,2,Deep Learning,Python,Database Administrator
57,79,92,64,30,58,56,6,4,1,HTML/CSS,HTML/CSS,Database Administrator
24,47,81,28,47,32,55,4,8,4,GitHub,HTML/CSS,UI/UX
68,77,72,31,30,60,80,6,7,1,C/C++,Oracle,Web Developer
43,26,77,69,44,75,78,6,5,0,Python,Python,Database Administrator
21,59,91,53,83,81,77,7,6,3,C/C++,Deep Learning,Network Engineer
70,43,71,31,84,67,79,7,3,0,MYSQL,Javascript,Network Engineer
93,77,55,63,79,88,65,7,5,3,Tensorflow,Machine Learning,DATA Scientist
53,69,71,66,61,62,62,5,3,0,Oracle,Cisco Packet tracer,Database Administrator
73,73,40,90,33,42,52,4,7,3,HTML/CSS,Javascript,UI/UX
66,82,71,91,43,60,81,7,4,3,Linux,Oracle,Database Administrator
77,84,75,92,71,86,77,8,5,3,Python,C/C++,Network Engineer
75,94,84,77,33,87,78,5,7,1,HTML/CSS,C/C++,Database Administrator
30,15,50,11,48,65,80,5,3,2,C/C++,Oracle,Tech Support
78,87,87,37,48,60,69,10,6,1,Oracle,HTML/CSS,Software Engineer
93,77,82,87,81,83,78,6,6,1,Python,Python,Network Engineer
74,83,79,87,20,60,71,6,7,4,Oracle,C/C++,Software Engineer
33,15,33,10,26,33,68,2,6,1,Photoshop,C/C++,Tech Support
53,95,93,63,39,69,70,4,6,2,HTML/CSS,Javascript,Database Administrator
79,51,85,83,84,62,84,7,6,3,Python,BASH/SHELL,Network Engineer
75,83,54,60,42,67,70,4,5,3,Deep Learning,Machine Learning,DATA Scientist
15,38,35,51,0,38,65,4,10,2,HTML/CSS,C/C++,Tech Support
7,13,86,94,2,31,61,5,4,1,C/C++,Python,Tech Support
18,38,81,8,10,22,63,2,5,0,Python,HTML/CSS,Tech Support
84,70,64,52,86,64,73,9,4,4,Python,R,DATA Scientist
18,6,10,58,10,39,69,5,5,1,Java,Java,Tech Support
13,29,31,19,2,19,77,3,10,1,HTML/CSS,C/C++,Tech Support
89,49,72,88,75,84,68,6,6,0,C/C++,Oracle,Network Engineer
68,81,73,79,40,58,81,7,6,7,Linux,C/C++,Software Engineer
68,89,66,32,48,39,80,5,9,7,Javascript,HTML/CSS,Web Developer
31,39,18,16,24,22,85,5,6,5,Figma,HTML/CSS,Tech Support
88,55,53,28,1,50,60,4,6,0,Python,C/C++,Tech Support
67,66,69,94,65,74,89,8,6,0,Python,MYSQL,Network Engineer
77,78,85,82,78,86,71,10,6,1,HTML/CSS,Linux,Software Engineer
63,78,55,64,28,67,70,9,9,3,Tensorflow,Machine Learning,DATA Scientist
21,17,28,23,0,20,81,1,6,0,Java,HTML/CSS,Tech Support
40,28,7,56,4,30,62,2,5,1,C/C++,Angular,Tech Support
24,86,71,62,16,49,56,5,7,4,GitHub,Javascript,Web Developer
63,70,80,73,48,50,80,6,6,0,C/C++,MYSQL,Database Administrator
31,23,13,33,5,21,75,4,4,0,HTML/CSS,Java,Tech Support
6,74,68,66,75,84,67,8,5,3,Deep Learning,Tensorflow,DATA Scientist
59,83,68,76,55,51,60,6,7,3,Python,MYSQL,Database Administrator
71,86,87,59,45,95,82,6,5,3,Python,HTML/CSS,Database Administrator
18,86,55,27,53,47,67,7,6,4,Java,HTML/CSS,UI/UX
49,30,35,27,3,16,58,2,9,1,GitHub,GitHub,UI/UX
70,56,74,83,90,73,78,9,3,2,Pytorch,Linux,Network Engineer
77,6,80,87,15,70,60,5,5,0,HTML/CSS,C/C++,Database Administrator
84,85,79,84,84,68,72,8,6,4,Javascript,Linux,Software Engineer
80,79,50,61,91,61,79,9,5,5,Pytorch,Pytorch,DATA Scientist
28,16,27,32,2,20,84,1,7,0,HTML/CSS,C/C++,Tech Support
48,39,47,42,14,31,54,1,9,4,GitHub,Angular,Web Developer
93,76,81,88,78,81,75,8,6,8,Python,Java,Software Engineer
59,71,83,57,44,50,59,4,8,10,React,Angular,Web Developer
31,73,81,56,84,44,50,6,5,2,Photoshop,HTML/CSS,Web Developer
73,91,75,82,98,85,72,6,5,0,HTML/CSS,Oracle,Database Administrator
78,6,80,76,83,55,89,6,6,0,Python,Linux,Network Engineer
51,85,57,64,85,62,65,7,5,5,Oracle,Javascript,DATA Scientist
81,60,83,84,91,77,78,6,7,1,Ansible,Oracle,Network Engineer
90,88,73,86,79,82,72,9,5,2,HTML/CSS,Python,Software Engineer
84,29,52,7,78,82,63,9,7,5,Node.js,R,Software Engineer
11,32,93,49,0,44,79,4,9,10,GitHub,Photoshop,UI/UX
25,29,47,22,24,28,59,4,10,3,GitHub,Photoshop,UI/UX
73,80,83,85,71,86,82,9,5,7,Linux,Python,Software Engineer
51,40,84,98,50,51,64,6,5,1,Linux,C/C++,Database Administrator
16,7,10,27,44,30,50,2,8,4,HTML/CSS,Javascript,Tech Support
85,59,80,53,72,73,72,8,7,2,Cisco Packet tracer,Oracle,Network Engineer
80,73,53,45,97,78,70,6,6,4,Tensorflow,Linux,DATA Scientist
42,76,56,32,19,77,78,8,5,1,C/C++,HTML/CSS,Tech Support
7,51,10,90,38,30,82,2,4,3,GitHub,Javascript,Tech Support
60,82,54,65,45,41,75,6,7,3,Oracle,Deep Learning,Database Administrator
55,90,67,71,64,51,77,7,5,3,C/C++,Linux,Database Administrator
66,63,78,84,64,64,78,5,6,2,Linux,Linux,Network Engineer
52,53,78,85,71,89,61,6,6,0,Python,Linux,Network Engineer
34,7,79,34,11,35,85,4,7,4,Java,HTML/CSS,Web Developer
79,92,66,47,91,62,74,6,5,1,R,HTML/CSS,DATA Scientist
74,86,89,76,77,89,65,7,5,3,Python,Java,Software Engineer
76,20,7,42,49,65,66,6,6,2,Oracle,Oracle,Database Administrator
88,6,53,69,92,64,75,9,5,3,Python,R,DATA Scientist
22,82,76,77,57,57,69,7,5,8,HTML/CSS,MYSQL,Database Administrator
32,12,8,62,16,49,50,5,6,0,C/C++,C/C++,Tech Support
89,47,80,95,75,85,78,6,6,2,Python,Linux,Network Engineer
62,47,31,64,38,35,81,3,6,2,HTML/CSS,HTML/CSS,UI/UX
26,42,26,35,1,46,80,3,5,0,HTML/CSS,Python,Tech Support
86,36,77,83,60,62,75,7,6,0,Tensorflow,Linux,Network Engineer
69,85,11,19,72,91,58,6,6,0,Linux,MYSQL,Network Engineer
27,29,92,34,3,48,51,4,7,1,HTML/CSS,Javascript,Tech Support
72,57,80,91,75,84,89,10,6,0,BASH/SHELL,Python,Network Engineer
37,52,8,76,71,40,62,4,6,2,Python,HTML/CSS,Database Administrator
50,73,94,17,11,50,83,6,4,1,Python,Java,Tech Support
17,23,9,6,18,37,70,3,10,2,C/C++,HTML/CSS,Tech Support
22,28,34,46,7,42,86,4,5,0,Python,HTML/CSS,Tech Support
36,23,11,35,32,28,79,2,10,1,HTML/CSS,Figma,Tech Support
37,12,80,85,6,35,70,5,4,1,Python,Java,Tech Support
30,78,45,24,14,55,82,1,8,1,Javascript,Linux,UI/UX
7,80,6,47,9,60,74,4,7,1,Linux,HTML/CSS,Web Developer
72,20,81,89,70,96,76,5,6,4,Machine Learning,Python,Software Engineer
58,69,6,91,9,49,65,4,4,0,C/C++,MYSQL,Tech Support
93,78,51,67,81,65,61,7,5,3,Deep Learning,Tensorflow,DATA Scientist
54,79,81,71,41,58,71,6,6,1,Pytorch,Linux,Database Administrator
86,78,81,52,74,67,84,8,5,3,Linux,Javascript,DATA Scientist
84,79,71,59,85,69,65,7,6,4,R,Deep Learning,Software Engineer
88,84,75,76,47,84,71,7,3,5,Python,HTML/CSS,Database Administrator
73,59,70,62,74,81,79,6,5,3,Linux,Wire Shark,DATA Scientist
16,38,79,7,75,89,62,10,4,1,C/C++,Python,Network Engineer
84,90,73,41,90,27,81,5,6,1,C/C++,Angular,Tech Support
94,58,77,64,72,62,67,7,5,4,Deep Learning,Python,DATA Scientist
81,93,85,65,34,41,57,4,7,5,MYSQL,HTML/CSS,Web Developer
85,12,76,55,24,18,52,3,6,3,Angular,Angular,Web Developer
6,84,70,87,59,40,66,8,6,4,HTML/CSS,C/C++,Software Engineer
13,11,48,85,5,14,64,2,5,0,Java,Python,Tech Support
36,77,42,40,89,85,73,7,5,1,Oracle,Python,Software Engineer
67,6,86,80,50,62,79,7,4,1,Ansible,C/C++,Database Administrator
53,86,91,62,96,55,51,6,8,1,React,Angular,Database Administrator
60,86,70,76,25,67,65,7,6,4,Angular,HTML/CSS,Database Administrator
76,83,88,83,74,71,78,6,7,0,MYSQL,Python,Network Engineer
74,76,83,86,78,86,72,8,6,4,Python,Linux,Software Engineer
30,53,66,6,81,81,81,6,7,1,Wire Shark,R,Network Engineer
54,31,85,62,19,68,71,6,5,2,Oracle,C/C++,Database Administrator
8,28,6,77,75,98,62,7,7,1,Javascript,C/C++,Software Engineer
85,11,44,32,36,34,88,4,10,5,HTML/CSS,C/C++,UI/UX
50,72,60,31,45,33,89,3,8,4,Javascript,HTML/CSS,Web Developer
38,91,75,61,17,47,67,6,5,0,Linux,MYSQL,Database Administrator
29,92,61,60,47,60,89,6,7,1,Javascript,HTML/CSS,Database Administrator
78,75,94,68,98,82,72,9,4,4,Deep Learning,R,DATA Scientist
38,39,66,33,24,27,62,4,4,1,HTML/CSS,C/C++,Tech Support
17,20,6,17,3,33,50,4,4,1,C/C++,Python,Tech Support
65,74,71,69,27,50,53,5,5,4,HTML/CSS,React,Web Developer
84,84,93,67,97,84,75,6,6,2,Linux,MYSQL,DATA Scientist
77,66,78,93,53,77,76,5,4,2,Python,C/C++,Network Engineer
52,38,67,57,28,59,67,1,7,1,Wire Shark,R,Software Engineer
30,79,12,10,74,36,62,1,5,8,React,HTML/CSS,Software Engineer
23,91,35,85,86,24,75,5,7,0,HTML/CSS,C/C++,Tech Support
56,82,60,55,50,50,69,7,6,6,Tensorflow,R,DATA Scientist
71,99,93,76,46,41,72,6,6,2,HTML/CSS,C/C++,Database Administrator
7,32,26,12,3,18,80,4,5,0,Python,Java,Tech Support
70,88,56,33,28,34,78,5,7,7,Javascript,Javascript,UI/UX
52,99,84,63,95,77,88,6,7,2,HTML/CSS,HTML/CSS,Database Administrator
70,19,77,99,73,67,60,7,4,2,Python,Linux,Software Engineer
83,26,73,86,72,85,73,9,5,0,Oracle,Linux,Software Engineer
60,95,81,75,16,56,76,1,8,4,Javascript,GitHub,Database Administrator
75,22,89,82,74,83,72,7,5,0,Linux,BASH/SHELL,Network Engineer
62,92,76,75,58,72,83,6,7,0,Linux,C/C++,Database Administrator
57,90,92,58,36,39,88,4,2,1,GitHub,HTML/CSS,Database Administrator
61,88,72,62,45,71,80,6,4,0,Linux,C/C++,Database Administrator
64,81,79,56,5,40,78,4,3,4,HTML/CSS,HTML/CSS,Web Developer
27,22,44,23,28,27,59,3,10,4,GitHub,Photoshop,UI/UX
54,71,63,53,14,40,50,4,8,3,GitHub,Javascript,Web Developer
45,52,66,62,87,73,83,8,4,0,Linux,Cisco Packet tracer,Network Engineer
32,24,8,55,1,36,81,4,7,3,HTML/CSS,HTML/CSS,UI/UX
89,75,76,70,95,50,78,7,6,1,Oracle,Python,Software Engineer
12,56,21,26,2,30,85,4,3,1,C/C++,HTML/CSS,Tech Support
66,15,79,18,45,46,53,5,5,1,C/C++,Java,Database Administrator
16,45,6,42,18,38,61,1,9,5,Figma,Figma,UI/UX
82,59,84,93,80,92,66,8,4,1,Linux,Cisco Packet tracer,Network Engineer
31,51,92,99,87,77,88,5,8,1,BASH/SHELL,Deep Learning,Network Engineer
